Prof, Course, Course Number, Average, Term
IMPERATO C,PHYS,103,3.19047619,f2017
KOROBKIN D,PHYS,103,3.19047619,f2017
DEYCH D,PHYS,103,3.284782609,f2018
GANGJI A,PHYS,103,3.284782609,f2018
KONARSKI I,PHYS,103,3.284782609,f2018
DEYCH D,PHYS,103,0.0,f2018
KONARSKI I,PHYS,103,0.0,f2018
GANGJI A,PHYS,103,2.857142857,f2019
DEYCH D,PHYS,103,0,f2019
GANGJI A,PHYS,103,3.727777778,f2020
DEYCH D,PHYS,103,0,f2020
GANGJI A,PHYS,103,3.884,f2021
DEYCH D,PHYS,103,0.0,f2021
GANGJI A,PHYS,103,3.362,f2022
WALCZAK K,PHYS,103,0.0,f2022
AFTERGOOD J,PHYS,103,3.095454545,s2018
GANGJI A,PHYS,103,3.095454545,s2018
DEYCH D,PHYS,103,2.960869565,s2018
GANGJI A,PHYS,103,2.960869565,s2018
GLASS P,PHYS,103,2.960869565,s2018
AFTERGOOD J,PHYS,103,2.9,s2018
DEYCH D,PHYS,103,2.9,s2018
GANGJI A,PHYS,103,2.9,s2018
GANGJI A,PHYS,103,3.03,s2018
KONARSKI I,PHYS,103,3.03,s2018
FEINSTEIN M,PHYS,103,3.536,s2019
GANGJI A,PHYS,103,3.536,s2019
FEINSTEIN M,PHYS,103,0,s2019
DEYCH D,PHYS,103,0,s2019
GANGJI A,PHYS,103,3.66875,s2020
KONARSKI I,PHYS,103,3.66875,s2020
DEYCH D,PHYS,103,0,s2020
KOROBKIN D,PHYS,11,3.94,f2017
DEYCH D,PHYS,11,3.923076923,f2017
LE T,PHYS,11,3.772,f2017
KONARSKI I,PHYS,11,4.0,f2018
DEYCH D,PHYS,11,3.988461538,f2018
FEINSTEIN M,PHYS,11,3.9875,f2018
YAKUBOV M,PHYS,11,3.952,f2018
KONARSKI I,PHYS,11,4,f2019
DEYCH D,PHYS,11,3.930434783,f2019
YAKUBOV M,PHYS,11,3.882608696,f2019
FEINSTEIN M,PHYS,11,3.739130435,f2019
FEINSTEIN M,PHYS,11,3.641176471,f2019
FEINSTEIN M,PHYS,11,4,f2020
KONARSKI I,PHYS,11,4,f2020
KONARSKI I,PHYS,11,4,f2020
DEYCH D,PHYS,11,3.916666667,f2020
KONARSKI I,PHYS,11,3.965,f2021
KONARSKI I,PHYS,11,3.957,f2021
KONARSKI I,PHYS,11,3.93,f2021
FEINSTEIN M,PHYS,11,3.9,f2021
DEYCH D,PHYS,11,3.448,f2021
MARKOWITZ M,PHYS,11,3.986,f2022
FEINSTEIN M,PHYS,11,3.986,f2022
WALCZAK K,PHYS,11,3.656,f2022
DUBLIN A,PHYS,11,3.521,f2022
GANGJI A,PHYS,11,3.973,f2023
MARKOWITZ M,PHYS,11,3.941,f2023
GANGJI A,PHYS,11,3.864,f2023
JHA S,PHYS,11,3.759,f2023
DUBLIN A,PHYS,11,3.085,f2023
YELNYKOV O,PHYS,11,3.948,s2018
SHARMA T,PHYS,11,4.0,s2018
DEYCH D,PHYS,11,3.924,s2018
KANG Y,PHYS,11,4.0,s2018
KONARSKI I,PHYS,11,4,s2019
KONARSKI I,PHYS,11,4,s2019
DEYCH D,PHYS,11,3.972,s2019
YAKUBOV M,PHYS,11,3.884,s2019
KONARSKI I,PHYS,11,4,s2020
DEYCH D,PHYS,11,4,s2020
KONARSKI I,PHYS,11,4,s2020
KONARSKI I,PHYS,11,4,s2020
YAKUBOV M,PHYS,11,3.972727273,s2020
KONARSKI I,PHYS,11,3.988461538,s2021
FEINSTEIN M,PHYS,11,3.986956522,s2021
KONARSKI I,PHYS,11,3.986956522,s2021
GANGJI A,PHYS,11,3.914814815,s2021
DEYCH D,PHYS,11,3.526923077,s2021
FEINSTEIN M,PHYS,11,4.0,s2022
KONARSKI I,PHYS,11,4.0,s2022
KONARSKI I,PHYS,11,4.0,s2022
GANGJI A,PHYS,11,3.97,s2022
GANGJI A,PHYS,11,3.923,s2022
KONARSKI I,PHYS,11,4.0,s2023
GANGJI A,PHYS,11,3.957,s2023
JHA S,PHYS,11,3.916,s2023
ROGOWSKI T,PHYS,11,3.885,s2023
GANGJI A,PHYS,11,3.85,s2023
STEINER R,PHYS,1211,3.242857143,f2017
HUANG Y,PHYS,1211,3.395652174,f2017
IMPERATO C,PHYS,1211,3.6,f2017
VUONG L,PHYS,1211,3.564705882,f2017
SHARMA T,PHYS,1211,3.314285714,f2017
LEE T,PHYS,1211,3.917391304,f2018
LEE T,PHYS,1211,3.872727273,f2018
HUANG Y,PHYS,1211,3.718181818,f2018
OVALLE C,PHYS,1211,3.545454545,f2018
OVALLE C,PHYS,1211,3.505,f2018
WALCZAK K,PHYS,1211,3.647826087,f2019
HUANG Y,PHYS,1211,3.508695652,f2019
LEVINE B,PHYS,1211,3.372727273,f2019
WALCZAK K,PHYS,1211,3.2,f2019
YELNYKOV O,PHYS,1211,3.095454545,f2019
FEINSTEIN M,PHYS,1211,3.804545455,f2020
ELGHAZOLY S,PHYS,1211,3.786363636,f2020
HUANG Y,PHYS,1211,3.77,f2020
ELGHAZOLY S,PHYS,1211,3.747619048,f2020
HUANG Y,PHYS,1211,3.538888889,f2020
FEINSTEIN M,PHYS,1211,3.687,f2021
YELNYKOV O,PHYS,1211,3.404,f2021
ELGHAZOLY S,PHYS,1211,3.325,f2021
ELGHAZOLY S,PHYS,1211,3.305,f2021
YELNYKOV O,PHYS,1211,2.265,f2021
YELNYKOV O,PHYS,1211,3.315,f2022
ELGHAZOLY S,PHYS,1211,3.01,f2022
ELGHAZOLY S,PHYS,1211,2.768,f2022
YELNYKOV O,PHYS,1211,2.628,f2022
DUBLIN A,PHYS,1211,2.628,f2022
PATEL S,PHYS,1211,3.965,f2023
HOSSEININEZHAD S,PHYS,1211,3.933,f2023
KOSHY N,PHYS,1211,3.782,f2023
KAPOOR S,PHYS,1211,3.641,f2023
HOSSEININEZHAD S,PHYS,1211,3.5,f2023
YELNYKOV O,PHYS,1211,2.881,f2023
MARTZ-OBERLANDER T,PHYS,1211,3.278947368,s2018
IMPERATO C,PHYS,1211,3.41875,s2018
TAKEI S,PHYS,1211,3.15,s2018
IMPERATO C,PHYS,1211,3.628571429,s2018
LEE T,PHYS,1211,4,s2019
LEE T,PHYS,1211,3.956521739,s2019
KOIRALA D,PHYS,1211,3.738888889,s2019
LEE T,PHYS,1211,3.666666667,s2019
OVALLE C,PHYS,1211,3.031818182,s2019
KOIRALA D,PHYS,1211,3.888888889,s2020
FEINSTEIN M,PHYS,1211,3.735294118,s2020
WALCZAK K,PHYS,1211,3.4625,s2020
WALCZAK K,PHYS,1211,3.426315789,s2020
GILL M,PHYS,1211,3.3,s2020
HUANG Y,PHYS,1211,3.685714286,s2021
HUANG Y,PHYS,1211,3.653846154,s2021
FEINSTEIN M,PHYS,1211,3.632,s2021
ELGHAZOLY S,PHYS,1211,3.447826087,s2021
ELGHAZOLY S,PHYS,1211,3.389655172,s2021
HONARI-LATIFPOUR M,PHYS,1211,3.921,s2022
ELGHAZOLY S,PHYS,1211,3.826,s2022
ELGHAZOLY S,PHYS,1211,3.757,s2022
MARKOWITZ M,PHYS,1211,3.676,s2022
DEYCH D,PHYS,1211,3.076,s2022
YELNYKOV O,PHYS,1211,2.614,s2022
KURTZ I,PHYS,1211,3.97,s2023
FEINSTEIN M,PHYS,1211,3.944,s2023
FEINSTEIN M,PHYS,1211,3.747,s2023
WALCZAK K,PHYS,1211,3.682,s2023
MARKOWITZ M,PHYS,1211,3.571,s2023
YELNYKOV O,PHYS,1211,3.029,s2023
CIVILETTI M,PHYS,1214,2.87037037,f2017
CIVILETTI M,PHYS,1214,2.855172414,f2017
LE T,PHYS,1214,2.855172414,f2017
VUONG L,PHYS,1214,2.229411765,f2017
AFTERGOOD J,PHYS,1214,2.245454545,f2017
VUONG L,PHYS,1214,2.245454545,f2017
CIVILETTI M,PHYS,1214,2.7,f2017
GLASS P,PHYS,1214,2.7,f2017
AFTERGOOD J,PHYS,1214,2.814285714,f2018
LEE T,PHYS,1214,2.814285714,f2018
LIEBOVITCH L,PHYS,1214,2.814285714,f2018
OVALLE C,PHYS,1214,2.413636364,f2018
STEINER R,PHYS,1214,2.413636364,f2018
CIVILETTI M,PHYS,1214,2.8,f2019
LEVINE B,PHYS,1214,2.8,f2019
AFTERGOOD J,PHYS,1214,2.683783784,f2019
LIEBOVITCH L,PHYS,1214,2.683783784,f2019
CIVILETTI M,PHYS,1214,3.274545455,f2020
AFTERGOOD J,PHYS,1214,3.184444444,f2020
LIEBOVITCH L,PHYS,1214,3.184444444,f2020
LIEBOVITCH L,PHYS,1214,3.046,f2021
LIEBOVITCH L,PHYS,1214,2.983,f2021
CHU Y,PHYS,1214,2.729,f2022
GOLDBERG D,PHYS,1214,1.56,f2022
SHUVAYEV V,PHYS,1214,1.56,f2022
BELL K,PHYS,1214,2.057,f2023
KAPOOR S,PHYS,1214,2.057,f2023
YELNYKOV O,PHYS,1214,2.057,f2023
GOLDBERG D,PHYS,1214,1.509,f2023
KOSHY N,PHYS,1214,1.509,f2023
VUONG L,PHYS,1214,2.35625,s2018
MARTZ-OBERLANDER T,PHYS,1214,2.705882353,s2018
VUONG L,PHYS,1214,2.705882353,s2018
VUONG L,PHYS,1214,1.394117647,s2018
HUANG Y,PHYS,1214,1.672222222,s2018
VUONG L,PHYS,1214,1.672222222,s2018
GENACK A,PHYS,1214,2.806,s2019
OVALLE C,PHYS,1214,2.806,s2019
SHARMA T,PHYS,1214,2.806,s2019
CIVILETTI M,PHYS,1214,2.570588235,s2019
KOIRALA D,PHYS,1214,2.570588235,s2019
CIVILETTI M,PHYS,1214,3.56557377,s2020
KOIRALA D,PHYS,1214,3.56557377,s2020
FEINSTEIN M,PHYS,1214,2.82962963,s2020
GLASS P,PHYS,1214,2.82962963,s2020
LIEBOVITCH L,PHYS,1214,3.277647059,s2021
SHUVAYEV V,PHYS,1214,3.277647059,s2021
CIVILETTI M,PHYS,1214,3.148148148,s2021
KONARSKI I,PHYS,1214,3.148148148,s2021
LIEBOVITCH L,PHYS,1214,3.32,s2022
MARKOWITZ M,PHYS,1214,3.32,s2022
LIEBOVITCH L,PHYS,1214,2.919,s2022
SHUVAYEV V,PHYS,1214,2.919,s2022
BELL K,PHYS,1214,2.785,s2023
KURTZ I,PHYS,1214,2.785,s2023
MARKOWITZ M,PHYS,1214,2.785,s2023
CHU Y,PHYS,1214,2.552,s2023
YELNYKOV O,PHYS,1214,2.552,s2023
MACDONALD W,PHYS,1221,3.544444444,f2017
WU R,PHYS,1221,3.940909091,f2017
SHARMA T,PHYS,1221,3.654545455,f2017
LEE T,PHYS,1221,3.764285714,f2018
MACDONALD W,PHYS,1221,3.244444444,f2018
DEYCH D,PHYS,1221,3.064285714,f2018
YELNYKOV O,PHYS,1221,3.353333333,f2019
DEYCH D,PHYS,1221,3.290909091,f2019
MACDONALD W,PHYS,1221,3.104545455,f2019
GOLDBERG D,PHYS,1221,3.808333333,f2020
GOLDBERG D,PHYS,1221,3.775,f2020
MACDONALD W,PHYS,1221,3.7625,f2020
DEYCH D,PHYS,1221,3.635,f2020
MACDONALD W,PHYS,1221,3.973,f2021
DEYCH D,PHYS,1221,3.628,f2021
MACDONALD W,PHYS,1221,3.4,f2021
YELNYKOV O,PHYS,1221,3.291,f2021
WALCZAK K,PHYS,1221,3.714,f2022
SATYMOV M,PHYS,1221,3.5,f2022
YELNYKOV O,PHYS,1221,3.245,f2022
ELGHAZOLY S,PHYS,1221,3.8,f2023
WALCZAK K,PHYS,1221,3.707,f2023
MARTZ-OBERLANDER T,PHYS,1221,3.540909091,s2018
KONARSKI I,PHYS,1221,3.739130435,s2018
IMPERATO C,PHYS,1221,3.704761905,s2018
HUANG Y,PHYS,1221,3.414285714,s2018
LEE T,PHYS,1221,3.973076923,s2019
OVALLE C,PHYS,1221,3.716,s2019
DEYCH D,PHYS,1221,3.381818182,s2019
MACDONALD W,PHYS,1221,3.3,s2019
DEYCH D,PHYS,1221,3.881818182,s2020
WALCZAK K,PHYS,1221,3.6,s2020
HUANG Y,PHYS,1221,3.566666667,s2020
MACDONALD W,PHYS,1221,3.516666667,s2020
MACDONALD W,PHYS,1221,3.717391304,s2021
HONARI-LATIFPOUR M,PHYS,1221,3.491666667,s2021
AFTERGOOD J,PHYS,1221,3.4,s2021
HONARI-LATIFPOUR M,PHYS,1221,3.2,s2021
FEINSTEIN M,PHYS,1221,3.94,s2022
HONARI-LATIFPOUR M,PHYS,1221,3.877,s2022
MACDONALD W,PHYS,1221,3.405,s2022
ELGHAZOLY S,PHYS,1221,3.973,s2023
WALCZAK K,PHYS,1221,3.829,s2023
GLASS P,PHYS,1224,2.25,f2017
GLASS P,PHYS,1224,1.97,f2017
WU R,PHYS,1224,1.97,f2017
VUONG L,PHYS,1224,3.295652174,f2017
CIVILETTI M,PHYS,1224,3.043333333,f2018
WU R,PHYS,1224,2.645454545,f2018
YELNYKOV O,PHYS,1224,2.645454545,f2018
DING J,PHYS,1224,3.49375,f2019
MIRI M,PHYS,1224,3.49375,f2019
GENACK A,PHYS,1224,2.846666667,f2019
DING J,PHYS,1224,3.79245283,f2020
MIRI M,PHYS,1224,3.79245283,f2020
MIRI M,PHYS,1224,3.576190476,f2020
DING J,PHYS,1224,3.558,f2021
MIRI M,PHYS,1224,3.558,f2021
GENACK A,PHYS,1224,2.075,f2021
MIRI M,PHYS,1224,3.604,f2022
GENACK A,PHYS,1224,3.22,f2022
GENACK A,PHYS,1224,3.14,f2023
GENACK A,PHYS,1224,2.775,f2023
CIVILETTI M,PHYS,1224,2.735,s2018
CIVILETTI M,PHYS,1224,2.385,s2018
WU R,PHYS,1224,2.385,s2018
CIVILETTI M,PHYS,1224,3.316666667,s2018
CIVILETTI M,PHYS,1224,3.003846154,s2018
KANG Y,PHYS,1224,3.003846154,s2018
DING J,PHYS,1224,3.864285714,s2019
MIRI M,PHYS,1224,3.864285714,s2019
AFTERGOOD J,PHYS,1224,3.468055556,s2019
LIEBOVITCH L,PHYS,1224,3.468055556,s2019
SHARMA T,PHYS,1224,3.468055556,s2019
DING J,PHYS,1224,3.154,s2020
GENACK A,PHYS,1224,3.154,s2020
AFTERGOOD J,PHYS,1224,3.805319149,s2021
MIRI M,PHYS,1224,3.805319149,s2021
TAKEI S,PHYS,1224,3.805319149,s2021
CHU Y,PHYS,1224,3.308,s2022
DEYCH D,PHYS,1224,3.308,s2022
GENACK A,PHYS,1224,2.878,s2023
GOLDBERG D,PHYS,1224,2.279,s2023
JHA S,PHYS,1224,2.279,s2023
GANGJI A,PHYS,14,3.607692308,f2017
DEYCH D,PHYS,14,3.692,f2017
GANGJI A,PHYS,14,3.692,f2017
GANGJI A,PHYS,14,3.66,f2017
MACDONALD W,PHYS,14,3.66,f2017
DEYCH D,PHYS,14,3.635483871,f2018
FEINSTEIN M,PHYS,14,3.635483871,f2018
GANGJI A,PHYS,14,3.635483871,f2018
HUANG Y,PHYS,14,3.635483871,f2018
DEYCH D,PHYS,14,3.676146789,f2019
FEINSTEIN M,PHYS,14,3.676146789,f2019
GANGJI A,PHYS,14,3.676146789,f2019
HUANG Y,PHYS,14,3.676146789,f2019
DEYCH D,PHYS,14,3.890740741,f2020
GANGJI A,PHYS,14,3.890740741,f2020
KONARSKI I,PHYS,14,3.890740741,f2020
DEYCH D,PHYS,14,3.734,f2021
GANGJI A,PHYS,14,3.734,f2021
KONARSKI I,PHYS,14,3.734,f2021
GANGJI A,PHYS,14,3.568,f2022
MARKOWITZ M,PHYS,14,3.568,f2022
SHUVAYEV V,PHYS,14,3.568,f2022
CHANDORKAR D,PHYS,14,3.54,f2023
GANGJI A,PHYS,14,3.54,f2023
PATEL S,PHYS,14,3.54,f2023
SHUVAYEV V,PHYS,14,3.54,f2023
GANGJI A,PHYS,14,3.707692308,s2018
GANGJI A,PHYS,14,3.6625,s2018
KONARSKI I,PHYS,14,3.6625,s2018
DEYCH D,PHYS,14,3.642307692,s2018
GANGJI A,PHYS,14,3.642307692,s2018
GANGJI A,PHYS,14,3.718518519,s2018
DEYCH D,PHYS,14,3.742156863,s2019
GANGJI A,PHYS,14,3.742156863,s2019
KONARSKI I,PHYS,14,3.742156863,s2019
OVALLE C,PHYS,14,3.742156863,s2019
DEYCH D,PHYS,14,3.744086022,s2020
GANGJI A,PHYS,14,3.744086022,s2020
KONARSKI I,PHYS,14,3.744086022,s2020
GANGJI A,PHYS,14,3.764285714,s2021
KONARSKI I,PHYS,14,3.764285714,s2021
TAKEI S,PHYS,14,3.764285714,s2021
GANGJI A,PHYS,14,3.578,s2022
KONARSKI I,PHYS,14,3.578,s2022
GANGJI A,PHYS,14,3.597,s2023
KONARSKI I,PHYS,14,3.597,s2023
ROGOWSKI T,PHYS,14,3.597,s2023
SHUVAYEV V,PHYS,14,3.597,s2023
GOLDBERG D,PHYS,1451,3.178947368,f2017
KANG Y,PHYS,1451,3.489473684,f2017
YELNYKOV O,PHYS,1451,3.291666667,f2017
KOSTOPOULOS I,PHYS,1451,3.964705882,f2018
OVALLE C,PHYS,1451,3.428571429,f2018
WU R,PHYS,1451,3.163157895,f2018
DING J,PHYS,1451,3.765,f2019
KANG Y,PHYS,1451,3.36875,f2019
CHU Y,PHYS,1451,3.2375,f2019
HONARI-LATIFPOUR M,PHYS,1451,4,f2020
HONARI-LATIFPOUR M,PHYS,1451,3.727272727,f2020
DING J,PHYS,1451,3.4125,f2020
HONARI-LATIFPOUR M,PHYS,1451,3.95,f2021
DING J,PHYS,1451,3.811,f2021
HONARI-LATIFPOUR M,PHYS,1451,3.24,f2021
WALCZAK K,PHYS,1451,3.153,f2022
YELNYKOV O,PHYS,1451,3.45,f2023
YELNYKOV O,PHYS,1451,3.143478261,s2018
WU R,PHYS,1451,3.839130435,s2018
SHARMA T,PHYS,1451,3.7,s2018
KANG Y,PHYS,1451,3.610526316,s2019
HUANG Y,PHYS,1451,3.464705882,s2019
YELNYKOV O,PHYS,1451,3.282608696,s2019
CHU Y,PHYS,1451,3.725,s2020
KANG Y,PHYS,1451,3.6625,s2020
YELNYKOV O,PHYS,1451,3.375,s2020
YELNYKOV O,PHYS,1451,3.141666667,s2021
DEYCH D,PHYS,1451,2.64,s2021
YELNYKOV O,PHYS,1451,3.264,s2022
DEYCH D,PHYS,1451,3.125,s2022
ELGHAZOLY S,PHYS,1451,4.0,s2023
GOLDBERG D,PHYS,1454,2.205263158,f2017
GOLDBERG D,PHYS,1454,1.958823529,f2017
SHARMA T,PHYS,1454,1.958823529,f2017
GLASS P,PHYS,1454,1.214285714,f2017
GOLDBERG D,PHYS,1454,2.071428571,f2018
SHARMA T,PHYS,1454,2.071428571,f2018
GOLDBERG D,PHYS,1454,2.004166667,f2018
KANG Y,PHYS,1454,2.004166667,f2018
GOLDBERG D,PHYS,1454,2.285714286,f2019
GOLDBERG D,PHYS,1454,1.732432432,f2019
KOIRALA D,PHYS,1454,1.732432432,f2019
GOLDBERG D,PHYS,1454,2.724,f2020
GOLDBERG D,PHYS,1454,2.45,f2020
GOLDBERG D,PHYS,1454,1.782,f2021
GOLDBERG D,PHYS,1454,1.763,f2021
GOLDBERG D,PHYS,1454,2.439,f2022
GOLDBERG D,PHYS,1454,2.373,f2023
KOGAN O,PHYS,1454,2.0,f2023
GOLDBERG D,PHYS,1454,1.708,s2018
GOLDBERG D,PHYS,1454,1.960869565,s2018
SHARMA T,PHYS,1454,1.960869565,s2018
GOLDBERG D,PHYS,1454,1.876190476,s2018
STEINER R,PHYS,1454,2.695833333,s2019
GOLDBERG D,PHYS,1454,2.039534884,s2019
KANG Y,PHYS,1454,2.039534884,s2019
GOLDBERG D,PHYS,1454,2.666666667,s2020
KANG Y,PHYS,1454,2.666666667,s2020
GOLDBERG D,PHYS,1454,2.5,s2020
GOLDBERG D,PHYS,1454,2.759090909,s2021
GOLDBERG D,PHYS,1454,2.218181818,s2021
SHUVAYEV V,PHYS,1454,2.218181818,s2021
GOLDBERG D,PHYS,1454,2.91,s2022
GOLDBERG D,PHYS,1454,2.617,s2022
STEINER R,PHYS,1454,2.687,s2023
STEINER R,PHYS,1461,3.1875,f2017
YELNYKOV O,PHYS,1461,2.992307692,f2017
KOSTOPOULOS I,PHYS,1461,3.808333333,f2018
YELNYKOV O,PHYS,1461,3.330769231,f2018
KOSTOPOULOS I,PHYS,1461,3.965,f2019
YELNYKOV O,PHYS,1461,3.629411765,f2019
SHUVAYEV V,PHYS,1461,4,f2020
YELNYKOV O,PHYS,1461,3.15,f2020
SHUVAYEV V,PHYS,1461,3.173,f2021
FEINSTEIN M,PHYS,1461,3.9,f2022
WALCZAK K,PHYS,1461,3.479,f2023
STEINER R,PHYS,1461,3.466666667,s2018
KOSTOPOULOS I,PHYS,1461,3.80952381,s2018
DING J,PHYS,1461,3.633333333,s2019
DING J,PHYS,1461,3.811111111,s2020
YELNYKOV O,PHYS,1461,3.645454545,s2020
DING J,PHYS,1461,3.866666667,s2021
DING J,PHYS,1461,3.764705882,s2021
WALCZAK K,PHYS,1461,3.492,s2022
WALCZAK K,PHYS,1461,3.94,s2023
GOLDBERG D,PHYS,1464,2.293333333,f2017
GOLDBERG D,PHYS,1464,2.085,f2017
SHARMA T,PHYS,1464,2.085,f2017
GOLDBERG D,PHYS,1464,2.064285714,f2018
KOSTOPOULOS I,PHYS,1464,2.064285714,f2018
KANG Y,PHYS,1464,2.768181818,f2019
STEINER R,PHYS,1464,2.768181818,f2019
GLASS P,PHYS,1464,2.79,f2020
STEINER R,PHYS,1464,2.194,f2021
STEINER R,PHYS,1464,3.0,f2022
STEINER R,PHYS,1464,2.746,f2023
GOLDBERG D,PHYS,1464,2.634782609,s2018
GOLDBERG D,PHYS,1464,1.972222222,s2018
SHARMA T,PHYS,1464,1.972222222,s2018
GOLDBERG D,PHYS,1464,1.892307692,s2019
HUANG Y,PHYS,1464,1.892307692,s2019
AFTERGOOD J,PHYS,1464,3.651515152,s2020
STEINER R,PHYS,1464,3.651515152,s2020
SHUVAYEV V,PHYS,1464,2.781081081,s2021
STEINER R,PHYS,1464,2.781081081,s2021
STEINER R,PHYS,1464,2.747,s2022
GOLDBERG D,PHYS,1464,3.27,s2023
AFTERGOOD J,PHYS,204,2.641666667,f2017
CIVILETTI M,PHYS,204,2.641666667,f2017
CIVILETTI M,PHYS,204,2.742307692,f2017
DEYCH D,PHYS,204,2.742307692,f2017
YELNYKOV O,PHYS,204,2.742307692,f2017
CIVILETTI M,PHYS,204,2.55,f2017
YELNYKOV O,PHYS,204,2.55,f2017
CIVILETTI M,PHYS,204,2.834615385,f2017
IMPERATO C,PHYS,204,2.834615385,f2017
DEYCH D,PHYS,204,3.217021277,f2018
LIEBOVITCH L,PHYS,204,3.217021277,f2018
AFTERGOOD J,PHYS,204,0.0,f2018
YELNYKOV O,PHYS,204,0.0,f2018
DEYCH D,PHYS,204,3.325,f2019
LIEBOVITCH L,PHYS,204,3.325,f2019
YELNYKOV O,PHYS,204,0,f2019
CIVILETTI M,PHYS,204,2.510526316,s2018
YELNYKOV O,PHYS,204,2.510526316,s2018
CIVILETTI M,PHYS,204,1.859090909,s2018
DEYCH D,PHYS,204,1.859090909,s2018
YELNYKOV O,PHYS,204,1.859090909,s2018
CIVILETTI M,PHYS,204,2.291666667,s2018
IMPERATO C,PHYS,204,2.291666667,s2018
CIVILETTI M,PHYS,204,2.271428571,s2018
MACDONALD W,PHYS,204,2.271428571,s2018
DEYCH D,PHYS,204,3.027272727,s2019
LIEBOVITCH L,PHYS,204,3.027272727,s2019
AFTERGOOD J,PHYS,204,0,s2019
KONARSKI I,PHYS,204,0,s2019
LIEBOVITCH L,PHYS,204,3.933333333,s2020
AFTERGOOD J,PHYS,204,0,s2020
DEYCH D,PHYS,204,3.769230769,s2021
LIEBOVITCH L,PHYS,204,3.769230769,s2021
DEYCH D,PHYS,204,0.0,s2021
DEYCH L,PHYS,222,2.153846154,f2017
DEYCH L,PHYS,222,2.929411765,f2018
DEYCH L,PHYS,222,2.477777778,f2019
DEYCH L,PHYS,222,3.4,f2020
DEYCH L,PHYS,222,2.373,f2021
BENSEMAN T,PHYS,222,3.653,f2022
BENSEMAN T,PHYS,222,3.621,f2023
KUSKOVSKY I,PHYS,225,3.37,f2019
KUSKOVSKY I,PHYS,225,3.285714286,f2020
KUSKOVSKY I,PHYS,225,2.708333333,s2018
KUSKOVSKY I,PHYS,225,3.2,s2023
SCHWARZ S,PHYS,227,3.025,f2017
SCHWARZ S,PHYS,227,3.176190476,f2018
SCHWARZ S,PHYS,227,3.185,f2019
SCHWARZ S,PHYS,227,3.45625,f2020
MIRI M,PHYS,227,3.669,f2021
MIRI M,PHYS,227,3.622,f2022
MIRI M,PHYS,227,3.522,f2023
SCHWARZ S,PHYS,227,3.126666667,s2018
SCHWARZ S,PHYS,227,3.308333333,s2019
SCHWARZ S,PHYS,227,3.464705882,s2020
SCHWARZ S,PHYS,227,3.34,s2021
LISYANSKY A,PHYS,233,2.54,f2017
GLASS P,PHYS,233,1.87,f2017
LISYANSKY A,PHYS,233,2.36,f2018
GLASS P,PHYS,233,2.17,f2018
LISYANSKY A,PHYS,233,2.609090909,f2019
LISYANSKY A,PHYS,233,3.3375,f2020
LISYANSKY A,PHYS,233,2.455,f2021
GLASS P,PHYS,233,2.691,f2022
LISYANSKY A,PHYS,233,1.617,f2023
YAKUBOV M,PHYS,233,1.617,f2023
LISYANSKY A,PHYS,233,1.922222222,s2019
LISYANSKY A,PHYS,233,3.166666667,s2020
LISYANSKY A,PHYS,233,2.990909091,s2021
GLASS P,PHYS,234,2.233333333,s2018
LISYANSKY A,PHYS,234,3.2,s2021
GLASS P,PHYS,234,2.957,s2022
GLASS P,PHYS,234,2.9,s2023
BENSEMAN T,PHYS,235,3.44,s2018
BENSEMAN T,PHYS,235,3.5,s2019
BENSEMAN T,PHYS,235,3.822222222,s2020
BENSEMAN T,PHYS,235,3.6,s2021
BENSEMAN T,PHYS,235,3.413,s2022
BENSEMAN T,PHYS,235,3.479,s2023
DEYCH L,PHYS,237,2.046666667,s2018
DEYCH L,PHYS,237,2.252941176,s2019
DEYCH L,PHYS,237,3.592307692,s2020
DEYCH L,PHYS,237,3.194736842,s2021
DEYCH L,PHYS,237,2.733,s2022
DEYCH L,PHYS,237,2.131,s2023
0,PHYS,243,3.616666667,f2017
LISYANSKY A,PHYS,243,2.64,f2019
LISYANSKY A,PHYS,243,2.909090909,f2020
TAKEI S,PHYS,243,3.178,f2022
LISYANSKY A,PHYS,243,2.111,f2023
CIVILETTI M,PHYS,260,3.12,f2017
MIRI M,PHYS,260,3.44375,f2018
MUROKH L,PHYS,260,3.618181818,f2019
MUROKH L,PHYS,260,3.136,f2021
MUROKH L,PHYS,260,3.2,f2022
MUROKH L,PHYS,260,3.5,s2019
MUROKH L,PHYS,260,3.581818182,s2020
MUROKH L,PHYS,260,3.744444444,s2021
LIEBOVITCH L,PHYS,270,4,f2020
MIRI M,PHYS,270,4,f2020
0,PHYS,3,2.173076923,f2017
GLASS P,PHYS,3,2.532,f2018
GLASS P,PHYS,3,2.1425,f2019
GLASS P,PHYS,3,3.220689655,f2020
GLASS P,PHYS,3,2.322,f2021
GLASS P,PHYS,3,1.712,f2022
GLASS P,PHYS,3,2.609,f2023
GLASS P,PHYS,3,2.466666667,s2018
GLASS P,PHYS,3,2.470454545,s2019
GLASS P,PHYS,3,2.933333333,s2020
GLASS P,PHYS,3,2.979166667,s2021
GLASS P,PHYS,3,1.995,s2022
GLASS P,PHYS,3,2.368,s2023
TAKEI S,PHYS,310,2.138461538,f2017
TAKEI S,PHYS,310,1.971428571,f2018
TAKEI S,PHYS,310,1.815789474,f2019
TAKEI S,PHYS,310,3.14375,f2020
TAKEI S,PHYS,310,2.79,f2021
