Prof, Course, Course Number, Average, Term
SEARS A,ENGL,162W,3.67,s2019
GOLDBERG E,ENGL,162W,3.65,s2019
ASHRAF S,ENGL,162W,3.626315789,s2019
HOUSSEAS E,ENGL,162W,3.62173913,s2019
RIAZI S,ENGL,162W,3.575,s2019
ASHRAF S,ENGL,162W,3.573333333,s2019
MARTINEZ M,ENGL,162W,3.563157895,s2019
DOUGLASS A,ENGL,162W,3.504166667,s2019
MARTINEZ M,ENGL,162W,3.247368421,s2019
SHAHBAZ F,ENGL,162W,3.216666667,s2019
SINGH P,ENGL,162W,3.2,s2019
SINGH P,ENGL,162W,3.0375,s2019
FLEETWOOD K,ENGL,162W,3.025,s2019
HICKS B,ENGL,162W,3.013636364,s2019
GUZMAN C,ENGL,162W,2.960869565,s2019
MYERS E,ENGL,162W,2.833333333,s2019
NICOLOSI L,ENGL,162W,2.559090909,s2019
WOZNIAK S,ENGL,162W,2.426666667,s2019
MORGAN P,ENGL,162W,2.264705882,s2019
NIELSEN J,ENGL,162W,4,s2020
HIZME R,ENGL,162W,3.97,s2020
COLUCCIO S,ENGL,162W,3.847368421,s2020
ASHRAF S,ENGL,162W,3.766666667,s2020
BERNSTEIN S,ENGL,162W,3.72,s2020
HICKS B,ENGL,162W,3.6125,s2020
KOROLEVA E,ENGL,162W,3.57,s2020
BLACKMAN-RICHARDS N,ENGL,162W,3.535714286,s2020
KHAN A,ENGL,162W,3.5,s2020
MARTINEZ M,ENGL,162W,3.49,s2020
MARTINEZ M,ENGL,162W,3.445,s2020
KHAN A,ENGL,162W,3.346666667,s2020
KHAN A,ENGL,162W,3.3125,s2020
SHAHBAZ F,ENGL,162W,3.005555556,s2020
SINGH P,ENGL,162W,3.005555556,s2020
HICKS B,ENGL,162W,2.846153846,s2020
WOZNIAK S,ENGL,162W,2.584615385,s2020
ADLER A,ENGL,162W,2.5,s2020
MORGAN P,ENGL,162W,2.463636364,s2020
SINGH P,ENGL,162W,2.418181818,s2020
CORNETTA J,ENGL,162W,3.873076923,s2021
JUN E,ENGL,162W,3.742307692,s2021
ASHRAF S,ENGL,162W,3.728,s2021
COLUCCIO S,ENGL,162W,3.664705882,s2021
GARGANOURAKIS I,ENGL,162W,3.4,s2021
KHAN A,ENGL,162W,3.285714286,s2021
MARTINEZ M,ENGL,162W,3.232,s2021
KHAN A,ENGL,162W,3.085,s2021
GOFF F,ENGL,162W,2.924,s2021
HICKS B,ENGL,162W,2.888235294,s2021
SINGH P,ENGL,162W,2.783333333,s2021
KHAN A,ENGL,162W,2.713636364,s2021
WOZNIAK S,ENGL,162W,2.633333333,s2021
WOZNIAK S,ENGL,162W,2.35,s2021
MORGAN P,ENGL,162W,2.325,s2021
COLUCCIO S,ENGL,162W,3.743,s2022
HICKS B,ENGL,162W,3.559,s2022
KHAN A,ENGL,162W,3.521,s2022
DEB B,ENGL,162W,3.425,s2022
HICKS B,ENGL,162W,3.142,s2022
SCHNUR K,ENGL,162W,3.035,s2022
SCHNUR K,ENGL,162W,2.905,s2022
MORGAN P,ENGL,162W,2.865,s2022
SINGH P,ENGL,162W,2.562,s2022
KHAN A,ENGL,162W,2.371,s2022
KHAN A,ENGL,162W,2.16,s2022
BLACKMAN-RICHARDS N,ENGL,162W,3.8,s2023
GARGANOURAKIS I,ENGL,162W,3.554,s2023
KHAN A,ENGL,162W,3.545,s2023
NDUKA U,ENGL,162W,3.404,s2023
COLUCCIO S,ENGL,162W,3.363,s2023
WOZNIAK S,ENGL,162W,3.36,s2023
KHAN A,ENGL,162W,2.467,s2023
WOZNIAK S,ENGL,162W,2.4,s2023
KHAN A,ENGL,162W,2.227,s2023
CASSVAN J,ENGL,165H,3.729411765,f2017
MAERHOFER J,ENGL,165W,2.891666667,f2017
NDUKA U,ENGL,165W,3.586363636,f2017
NDUKA U,ENGL,165W,3.682608696,f2017
ZIMROTH E,ENGL,165W,3.343478261,f2017
MAROTTA R,ENGL,165W,3.6375,f2018
FLEETWOOD K,ENGL,165W,3.604166667,f2018
ZIMROTH E,ENGL,165W,3.359090909,f2018
MENNA D,ENGL,165W,2.722727273,f2018
LACKER W,ENGL,165W,4,f2019
NDUKA U,ENGL,165W,3.695833333,f2019
ZIMROTH E,ENGL,165W,3.152,f2019
NDUKA U,ENGL,165W,3.843478261,f2020
NORTON L,ENGL,165W,3.826086957,f2020
NDUKA U,ENGL,165W,3.756,f2020
ZIMROTH E,ENGL,165W,3.376,f2020
MORELAND W,ENGL,165W,3.247826087,f2020
ENGLISH H,ENGL,165W,3.223809524,f2020
ENGLISH H,ENGL,165W,3.135,f2020
LACKER W,ENGL,165W,3.908,f2021
CASTILLO G,ENGL,165W,3.65,f2021
CURRIE E,ENGL,165W,3.641,f2021
HIZME R,ENGL,165W,3.233,f2021
ENGLISH H,ENGL,165W,2.389,f2021
NORTON L,ENGL,165W,3.741,f2022
NDUKA U,ENGL,165W,3.395,f2022
CURRIE E,ENGL,165W,3.375,f2022
ZIMROTH E,ENGL,165W,3.35,f2022
DEB B,ENGL,165W,2.988,f2022
LEHMAN E,ENGL,165W,2.738,f2022
NDUKA U,ENGL,165W,3.961,f2023
LAU V,ENGL,165W,3.868,f2023
CASSVAN J,ENGL,165W,3.621,f2023
MAROTTA R,ENGL,165W,3.604,f2023
MORELAND W,ENGL,165W,3.272,f2023
AYAZ O,ENGL,165W,3.227,f2023
AYAZ O,ENGL,165W,3.208,f2023
ZIMROTH E,ENGL,165W,3.152,f2023
WYNTER J,ENGL,165W,2.9,f2023
ZIMROTH E,ENGL,165W,3.22173913,s2018
NDUKA U,ENGL,165W,3.6,s2018
PASLAWSKI M,ENGL,165W,3.420833333,s2018
ALBERGHINI J,ENGL,165W,3.5,s2018
MAROTTA R,ENGL,165W,3.283333333,s2018
WANG J,ENGL,165W,3.513043478,s2019
ALBERGHINI J,ENGL,165W,3.463636364,s2019
NDUKA U,ENGL,165W,3.391666667,s2019
BROWN I,ENGL,165W,3.388,s2019
GULLEY H,ENGL,165W,3.382608696,s2019
EMBREE K,ENGL,165W,3.32173913,s2019
MERIC A,ENGL,165W,2.75,s2019
MAROTTA R,ENGL,165W,3.824,s2020
WANG J,ENGL,165W,3.754545455,s2020
NDUKA U,ENGL,165W,3.666666667,s2020
MERIC A,ENGL,165W,3.6,s2020
MAROTTA R,ENGL,165W,3.77037037,s2021
NORTON L,ENGL,165W,3.57037037,s2021
AYAZ O,ENGL,165W,3.522222222,s2021
WILSON M,ENGL,165W,3.52,s2021
NDUKA U,ENGL,165W,3.519230769,s2021
RUBIN J,ENGL,165W,3.484,s2021
WILSON E,ENGL,165W,2.866666667,s2021
MERIC A,ENGL,165W,2.628,s2021
AYAZ O,ENGL,165W,3.717,s2022
NDUKA U,ENGL,165W,3.579,s2022
HAHN K,ENGL,165W,3.568,s2022
SIMON H,ENGL,165W,3.533,s2022
WYNTER J,ENGL,165W,3.505,s2022
EMBREE K,ENGL,165W,3.452,s2022
ZIMROTH E,ENGL,165W,3.28,s2022
WANG J,ENGL,165W,3.205,s2022
ZIMROTH E,ENGL,165W,3.109,s2022
MERIC A,ENGL,165W,2.52,s2022
NDUKA U,ENGL,165W,3.943,s2023
SORRENTINO J,ENGL,165W,3.93,s2023
NORTON L,ENGL,165W,3.667,s2023
MAROTTA R,ENGL,165W,3.554,s2023
ZIMROTH E,ENGL,165W,3.258,s2023
MORELAND W,ENGL,165W,3.209,s2023
MORELAND W,ENGL,165W,3.192,s2023
CASSVAN J,ENGL,165W,3.117,s2023
ZIMROTH E,ENGL,165W,2.925,s2023
LEGER N,ENGL,170W,2.895833333,f2017
MAERHOFER J,ENGL,170W,3,f2017
NICOLOSI L,ENGL,170W,2.970833333,f2017
NORTON L,ENGL,170W,3.04,f2017
ALRYYES A,ENGL,170W,2.695,f2017
GARDAPHE F,ENGL,170W,2.695454545,f2017
SHERMAN B,ENGL,170W,3.722727273,f2018
PASLAWSKI M,ENGL,170W,3.508695652,f2018
GARDAPHE F,ENGL,170W,3.295652174,f2018
MORELAND W,ENGL,170W,2.8625,f2018
SCHWARTZ S,ENGL,170W,2.822222222,f2018
BROWN I,ENGL,170W,2.465,f2018
GOLDBERG E,ENGL,170W,3.783333333,f2019
ALBERGHINI J,ENGL,170W,3.415789474,f2019
WALKDEN A,ENGL,170W,3.395652174,f2019
CURRIE E,ENGL,170W,3.26,f2019
KAPUSCINSKI S,ENGL,170W,2.811111111,f2019
ENGLISH H,ENGL,170W,2.352380952,f2019
NIELSEN J,ENGL,170W,4,f2020
CHU S,ENGL,170W,3.988,f2020
GARCIA K,ENGL,170W,3.552631579,f2020
DRURY A,ENGL,170W,3.4,f2020
GARDAPHE F,ENGL,170W,3.26,f2020
SCHAFFER T,ENGL,170W,3.232,f2020
FISK G,ENGL,170W,3.748,f2021
DRURY A,ENGL,170W,3.522,f2021
CASSVAN J,ENGL,170W,3.365,f2021
GARDAPHE F,ENGL,170W,3.2,f2021
GRIER M,ENGL,170W,2.623,f2021
FISK G,ENGL,170W,3.805,f2022
WANG J,ENGL,170W,3.388,f2022
MOORE C,ENGL,170W,3.125,f2022
FERGUSON K,ENGL,170W,3.081,f2022
MAK C,ENGL,170W,3.417,f2023
SCHNUR K,ENGL,170W,3.168,f2023
FAHERTY D,ENGL,170W,3.155,f2023
CASSVAN J,ENGL,170W,3.005,f2023
SCHNUR K,ENGL,170W,2.972222222,s2018
DRUFFEL M,ENGL,170W,2.879166667,s2018
PASLAWSKI M,ENGL,170W,3.07826087,s2018
GARCIA K,ENGL,170W,3.226086957,s2018
SARACENI M,ENGL,170W,2.904761905,s2018
LEHMAN L,ENGL,170W,3.080952381,s2018
NIELSEN J,ENGL,170W,4,s2019
PASLAWSKI M,ENGL,170W,3.531818182,s2019
DEB B,ENGL,170W,3.173076923,s2019
DOUGLASS A,ENGL,170W,3.14,s2019
PASLAWSKI M,ENGL,170W,3.868181818,s2020
DRURY A,ENGL,170W,3.677777778,s2020
GARCIA K,ENGL,170W,3.631578947,s2020
SCHNUR K,ENGL,170W,3.522222222,s2020
ALBERGHINI J,ENGL,170W,3.157142857,s2020
RICHIE J,ENGL,170W,2.8375,s2020
RICHIE J,ENGL,170W,2.757142857,s2020
FISK G,ENGL,170W,3.884,s2021
DOUGLASS A,ENGL,170W,3.804166667,s2021
HONG C,ENGL,170W,3.503703704,s2021
SCHNUR K,ENGL,170W,2.904,s2021
FERGUSON K,ENGL,170W,3.893,s2022
MAK C,ENGL,170W,3.856,s2022
HOUSSEAS E,ENGL,170W,3.844,s2022
FRIDELL C,ENGL,170W,3.486,s2022
WEEKES O,ENGL,170W,3.455,s2023
MOORE C,ENGL,170W,3.294,s2023
DRURY A,ENGL,170W,3.189,s2023
WAN A,ENGL,200W,3.623809524,f2020
ALBRACHT L,ENGL,200W,3.817,f2021
ALVAREZ S,ENGL,200W,3.612,f2021
WAN A,ENGL,200W,3.542,f2021
ALVAREZ S,ENGL,200W,3.881,f2022
LARSSON A,ENGL,200W,3.359,f2022
NAVARRO M,ENGL,200W,3.4,f2023
NAVARRO M,ENGL,200W,3.325,f2023
LEE E,ENGL,200W,2.333333333,s2019
SIMON H,ENGL,200W,3.968421053,s2020
ALBRACHT L,ENGL,200W,3.5625,s2021
ALBRACHT L,ENGL,200W,3.388235294,s2021
ALBRACHT L,ENGL,200W,3.6,s2022
LARSSON A,ENGL,200W,3.55,s2022
DE TOURNAY-ODEN F,ENGL,200W,3.9,s2023
HYATT F,ENGL,200W,3.688,s2023
LARSSON A,ENGL,200W,3.413,s2023
TRONRUD W,ENGL,201W,3.835,f2017
ALVAREZ S,ENGL,201W,3.35625,f2018
ALVAREZ S,ENGL,201W,3.88125,f2019
ALVAREZ S,ENGL,201W,3.755555556,f2020
ALBRACHT L,ENGL,201W,3.732,f2022
BOWEN B,ENGL,201W,3.347,f2022
SIMON H,ENGL,201W,3.967,f2023
ALVAREZ S,ENGL,201W,3.882,f2023
EFTHYMIOU A,ENGL,201W,3.541,f2023
ALBRACHT L,ENGL,201W,4.0,s2022
ALVAREZ S,ENGL,201W,3.761,s2023
ALVAREZ S,ENGL,202W,3.856,f2021
ALVAREZ S,ENGL,202W,3.892,f2023
ALVAREZ S,ENGL,202W,3.872,s2022
MORELAND W,ENGL,210W,3.5625,f2017
SCHOTTER R,ENGL,210W,3.566666667,f2017
WEIR J,ENGL,210W,4,f2017
CHESHIRE S,ENGL,210W,4,f2017
NDUKA U,ENGL,210W,3.414285714,f2017
PETERS E,ENGL,210W,3.9375,f2017
ZIMROTH E,ENGL,210W,2.611764706,f2017
PETERS E,ENGL,210W,3.927777778,f2017
WEIR J,ENGL,210W,4.0,f2018
CHESHIRE S,ENGL,210W,4.0,f2018
RIAZI S,ENGL,210W,3.913333333,f2018
MULLEN Z,ENGL,210W,3.838888889,f2018
BLACK R,ENGL,210W,3.528571429,f2018
PLOSIA T,ENGL,210W,3.364705882,f2018
ZIMROTH E,ENGL,210W,3.216666667,f2018
JACKSON A,ENGL,210W,3.2125,f2018
MORELAND W,ENGL,210W,3.178571429,f2018
PERUNOVIC M,ENGL,210W,3.172222222,f2018
WEIR J,ENGL,210W,4,f2019
CHESHIRE S,ENGL,210W,3.905263158,f2019
CHESHIRE S,ENGL,210W,3.868421053,f2019
CORNETTA J,ENGL,210W,3.485,f2019
PASLAWSKI M,ENGL,210W,3.426315789,f2019
SCHANOES V,ENGL,210W,3.3375,f2019
COOLEY N,ENGL,210W,3.316666667,f2019
MILLER H,ENGL,210W,3.188888889,f2019
WEIR J,ENGL,210W,4,f2020
CORNETTA J,ENGL,210W,3.85,f2020
PASLAWSKI M,ENGL,210W,3.847058824,f2020
KAPUSCINSKI S,ENGL,210W,3.784210526,f2020
HYATT F,ENGL,210W,3.7,f2020
MULLEN Z,ENGL,210W,3.672222222,f2020
SALAZAR MONARREZ D,ENGL,210W,3.652631579,f2020
BLACK R,ENGL,210W,3.483333333,f2020
LEHMAN E,ENGL,210W,3.4375,f2020
DIMAGGIO D,ENGL,210W,3.767,f2021
SHERMAN B,ENGL,210W,3.753,f2021
WILLIAMS C,ENGL,210W,3.647,f2021
PERNICANO K,ENGL,210W,3.594,f2021
ADLER A,ENGL,210W,3.543,f2021
BLACK R,ENGL,210W,3.529,f2021
NDUKA U,ENGL,210W,3.506,f2021
WEIR J,ENGL,210W,4.0,f2022
WEIR J,ENGL,210W,4.0,f2022
BLACK R,ENGL,210W,3.817,f2022
PASLAWSKI M,ENGL,210W,3.8,f2022
BLACK R,ENGL,210W,3.764,f2022
SUZUKI R,ENGL,210W,3.65,f2022
PASLAWSKI M,ENGL,210W,3.394,f2022
PINDLING M,ENGL,210W,3.294,f2022
LONG H,ENGL,210W,3.947,f2023
LIM E,ENGL,210W,3.789,f2023
PASLAWSKI M,ENGL,210W,3.711,f2023
NDUKA U,ENGL,210W,3.675,f2023
MCGOWAN J,ENGL,210W,3.529,f2023
NDUKA U,ENGL,210W,3.524,f2023
BLACK R,ENGL,210W,3.164285714,s2018
WEIR J,ENGL,210W,4.0,s2018
MORELAND W,ENGL,210W,3.25,s2018
MORELAND W,ENGL,210W,3.126666667,s2018
WHITAKER C,ENGL,210W,3.313333333,s2018
CHESHIRE S,ENGL,210W,4.0,s2018
KAPUSCINSKI S,ENGL,210W,3.905882353,s2018
PETERS E,ENGL,210W,3.7625,s2018
CHESHIRE S,ENGL,210W,4.0,s2018
WILLIAMS C,ENGL,210W,2.288888889,s2018
WEIR J,ENGL,210W,4,s2019
WEIR J,ENGL,210W,4,s2019
LACKER W,ENGL,210W,4,s2019
KAPUSCINSKI S,ENGL,210W,4,s2019
HAHN K,ENGL,210W,3.911111111,s2019
JACKSON A,ENGL,210W,3.7,s2019
PLOSIA T,ENGL,210W,3.621052632,s2019
RIAZI S,ENGL,210W,3.592307692,s2019
PERUNOVIC M,ENGL,210W,3.522222222,s2019
SEDARAT R,ENGL,210W,3.48125,s2019
CORNETTA J,ENGL,210W,3.0875,s2019
MORELAND W,ENGL,210W,2.535294118,s2019
CHESHIRE S,ENGL,210W,4,s2020
SALAZAR MONARREZ D,ENGL,210W,4,s2020
MISIR N,ENGL,210W,4,s2020
MULLEN Z,ENGL,210W,4,s2020
CHESHIRE S,ENGL,210W,3.982352941,s2020
WILLIAMS C,ENGL,210W,3.158823529,s2020
WEIR J,ENGL,210W,4.0,s2021
WEIR J,ENGL,210W,4.0,s2021
SALAZAR MONARREZ D,ENGL,210W,3.747058824,s2021
HAHN K,ENGL,210W,3.747058824,s2021
DIMAGGIO D,ENGL,210W,3.56875,s2021
BLACK R,ENGL,210W,3.568421053,s2021
MULLEN Z,ENGL,210W,3.4,s2021
PERNICANO K,ENGL,210W,2.881818182,s2021
MACHEN K,ENGL,210W,4.0,s2022
BLACK R,ENGL,210W,3.924,s2022
KAPUSCINSKI S,ENGL,210W,3.907,s2022
DIMAGGIO D,ENGL,210W,3.883,s2022
CORNETTA J,ENGL,210W,3.688,s2022
LACKER W,ENGL,210W,3.673,s2022
O'MALLEY M,ENGL,210W,3.553,s2022
PINDLING M,ENGL,210W,3.211,s2022
LEHMAN E,ENGL,210W,3.113,s2022
WEIR J,ENGL,210W,4.0,s2023
WEIR J,ENGL,210W,4.0,s2023
SEDARAT R,ENGL,210W,3.919,s2023
LACKER W,ENGL,210W,3.847,s2023
RENSIN E,ENGL,210W,3.418,s2023
LEHMAN E,ENGL,210W,3.231,s2023
COOLEY N,ENGL,210W,3.1,s2023
SUZUKI R,ENGL,210W,2.906,s2023
WILLIAMS C,ENGL,210W,1.693,s2023
UESSELER A,ENGL,211W,3.561111111,f2017
DOMBEK K,ENGL,211W,3.69375,f2017
HOPPER B,ENGL,211W,3.7,f2018
HOPPER B,ENGL,211W,3.483333333,f2018
LACKER W,ENGL,211W,4,f2019
HOPPER B,ENGL,211W,3.85,f2019
LEHMAN E,ENGL,211W,3.272222222,f2019
LEHMAN E,ENGL,211W,3.146153846,f2020
SIMON H,ENGL,211W,3.729,f2021
HYATT F,ENGL,211W,3.024,f2021
HOPPER B,ENGL,211W,3.913,f2022
SIMON H,ENGL,211W,3.847,f2022
SHERMAN B,ENGL,211W,3.835,f2022
HOPPER B,ENGL,211W,3.813,f2022
HYATT F,ENGL,211W,3.738,f2022
CORNETTA J,ENGL,211W,4.0,f2023
HOPPER B,ENGL,211W,3.982,f2023
RENSIN E,ENGL,211W,3.088,f2023
UESSELER A,ENGL,211W,3.594117647,s2018
KAPUSCINSKI S,ENGL,211W,3.542857143,s2018
PETERS E,ENGL,211W,3.91875,s2018
ATTERBURY M,ENGL,211W,3.9,s2019
HOPPER B,ENGL,211W,3.9,s2019
MULLEN Z,ENGL,211W,3.835294118,s2019
PETERS E,ENGL,211W,3.594444444,s2019
HYATT F,ENGL,211W,4,s2020
PINDLING M,ENGL,211W,4,s2020
MULLEN Z,ENGL,211W,3.857894737,s2020
HYATT F,ENGL,211W,3.811111111,s2021
HYATT F,ENGL,211W,3.755555556,s2021
HOPPER B,ENGL,211W,3.982,s2022
CORNETTA J,ENGL,211W,3.98,s2022
HYATT F,ENGL,211W,3.838,s2022
SIMON H,ENGL,211W,3.82,s2022
CORNETTA J,ENGL,211W,3.817,s2023
SIMON H,ENGL,211W,3.788,s2023
HOPPER B,ENGL,211W,3.7,s2023
HOPPER B,ENGL,221,3.967,f2023
HOPPER B,ENGL,221,4.0,s2022
HOPPER B,ENGL,221,3.923,s2023
ENGLISH H,ENGL,241,2.604761905,f2017
ENGLISH H,ENGL,241,2.73,f2017
GRIER M,ENGL,241,2.738888889,f2017
LEGER N,ENGL,241,2.877777778,f2017
LEHMAN L,ENGL,241,3.296,f2017
ENGLISH H,ENGL,241,3.861111111,f2018
WEINGARTEN K,ENGL,241,3.861111111,f2018
ENGLISH H,ENGL,241,3.663157895,f2018
WEINGARTEN K,ENGL,241,3.663157895,f2018
BROWN I,ENGL,241,3.654545455,f2018
LEGER N,ENGL,241,3.005263158,f2018
LEGER N,ENGL,241,3.235,f2019
MORELAND W,ENGL,241,3.016666667,f2019
LEGER N,ENGL,241,2.99,f2019
ENGLISH H,ENGL,241,2.231578947,f2019
GRIER M,ENGL,241,2.1875,f2019
MAK C,ENGL,241,4,f2020
ALBERGHINI J,ENGL,241,3.563157895,f2020
SCHAFFER T,ENGL,241,3.552631579,f2020
MILLER H,ENGL,241,3.52173913,f2020
MORELAND W,ENGL,241,3.286666667,f2020
HOPPER B,ENGL,241,3.77,f2021
GRIER M,ENGL,241,3.238,f2021
PEREZ V,ENGL,241,3.231,f2021
HIZME R,ENGL,241,3.169,f2021
SCHAFFER T,ENGL,241,3.142,f2021
BOWEN B,ENGL,241,3.273,f2022
MORELAND W,ENGL,241,3.214,f2022
MORELAND W,ENGL,241,3.158,f2022
MORELAND W,ENGL,241,3.14,f2022
PASLAWSKI M,ENGL,241,3.311,f2023
SARGENT M,ENGL,241,3.255,f2023
BOWEN B,ENGL,241,3.243,f2023
SARGENT M,ENGL,241,2.967,f2023
MORELAND W,ENGL,241,2.865217391,s2018
SARGENT M,ENGL,241,3.052631579,s2018
ENGLISH H,ENGL,241,2.460869565,s2018
TRONRUD W,ENGL,241,3.333333333,s2018
SOLAN Y,ENGL,241,3.483333333,s2019
MORELAND W,ENGL,241,3.310526316,s2019
LEGER N,ENGL,241,3.184615385,s2019
BROWN I,ENGL,241,3.173684211,s2019
ENGLISH H,ENGL,241,2.4,s2019
LEGER N,ENGL,241,3.290909091,s2020
NICOLOSI L,ENGL,241,3.177272727,s2020
MORELAND W,ENGL,241,3.076470588,s2020
MORELAND W,ENGL,241,2.963636364,s2020
MILLER H,ENGL,241,3.426923077,s2021
PEREZ V,ENGL,241,3.330434783,s2021
MORELAND W,ENGL,241,2.695238095,s2021
MORELAND W,ENGL,241,2.576190476,s2021
GRIER M,ENGL,241,2.39,s2021
HOUSSEAS E,ENGL,241,3.895,s2022
JUN E,ENGL,241,3.686,s2022
HIZME R,ENGL,241,3.293,s2022
SARGENT M,ENGL,241,3.285,s2022
MILLER H,ENGL,241,3.544,s2023
BOWEN B,ENGL,241,3.308,s2023
MORELAND W,ENGL,241,3.118,s2023
ALRYYES A,ENGL,242,2.9,f2017
DRUFFEL M,ENGL,242,3.313636364,f2017
SARGENT M,ENGL,242,2.854545455,f2017
SARACENI M,ENGL,242,3.166666667,f2017
MAK C,ENGL,242,3.466666667,f2018
SARGENT M,ENGL,242,3.282352941,f2018
MAK C,ENGL,242,3.1,f2018
SARGENT M,ENGL,242,2.870588235,f2018
CASSVAN J,ENGL,242,3.375,f2019
SARGENT M,ENGL,242,3.271428571,f2019
CASSVAN J,ENGL,242,3.105263158,f2019
SCHNUR K,ENGL,242,3.031578947,f2019
HEBERT P,ENGL,242,3.9,f2020
SHERMAN B,ENGL,242,3.715384615,f2020
SHERMAN B,ENGL,242,3.69047619,f2020
SARGENT M,ENGL,242,3.444444444,f2020
DRURY A,ENGL,242,3.058,f2021
ALRYYES A,ENGL,242,3.006,f2021
SARGENT M,ENGL,242,3.176,f2022
SARGENT M,ENGL,242,3.06,f2022
CASSVAN J,ENGL,242,3.76,f2023
GARDAPHE F,ENGL,242,3.013,f2023
ALRYYES A,ENGL,242,3.26,s2018
TOUGAW J,ENGL,242,3.586956522,s2018
FLEETWOOD K,ENGL,242,3.494736842,s2018
HIZME R,ENGL,242,3.031578947,s2018
MYERS E,ENGL,242,2.333333333,s2018
WALKDEN A,ENGL,242,3.67,s2019
WALKDEN A,ENGL,242,3.457894737,s2019
HIZME R,ENGL,242,3.35,s2019
SARGENT M,ENGL,242,3.333333333,s2019
ALRYYES A,ENGL,242,3.0125,s2019
MAK C,ENGL,242,4,s2020
FLEETWOOD K,ENGL,242,3.685,s2020
SARGENT M,ENGL,242,3.38,s2020
SARGENT M,ENGL,242,3.275,s2020
FISK G,ENGL,242,3.888888889,s2021
DRURY A,ENGL,242,3.315384615,s2021
CASSVAN J,ENGL,242,3.622,s2022
CASSVAN J,ENGL,242,3.306,s2022
SARGENT M,ENGL,242,3.285,s2023
MORELAND W,ENGL,243,2.825,f2017
MORELAND W,ENGL,243,3.042857143,f2017
SCHANOES V,ENGL,243,2.633333333,f2017
SCHANOES V,ENGL,243,2.657894737,f2017
SCHANOES V,ENGL,243,3.275,f2018
BLACK R,ENGL,243,3.222222222,f2018
SIRLIN R,ENGL,243,3.144444444,f2018
SCHANOES V,ENGL,243,3.10625,f2018
MORELAND W,ENGL,243,3.03,f2018
NORTON L,ENGL,243,3.594117647,f2019
BLACK R,ENGL,243,3.40952381,f2019
SIRLIN R,ENGL,243,3.186666667,f2019
SCHANOES V,ENGL,243,2.976470588,f2019
SCHANOES V,ENGL,243,2.875,f2019
FISK G,ENGL,243,3.972727273,f2020
BLACK R,ENGL,243,3.558333333,f2020
SIRLIN R,ENGL,243,3.46,f2020
SCHANOES V,ENGL,243,3.311764706,f2020
SCHANOES V,ENGL,243,3.328,f2021
SCHANOES V,ENGL,243,3.013,f2021
BLACK R,ENGL,243,2.868,f2021
BLACK R,ENGL,243,3.657,f2022
PEREZ V,ENGL,243,3.173,f2022
BLACK R,ENGL,243,3.81,f2023
CASSVAN J,ENGL,243,3.209090909,s2018
BLACK R,ENGL,243,3.013043478,s2018
CASSVAN J,ENGL,243,3.147826087,s2018
SIRLIN R,ENGL,243,3.223809524,s2018
SIRLIN R,ENGL,243,3.05,s2018
MORELAND W,ENGL,243,3.363636364,s2019
BLACK R,ENGL,243,3.352941176,s2019
BLACK R,ENGL,243,3.105263158,s2019
SCHANOES V,ENGL,243,2.752941176,s2019
SZLAUDERBACH K,ENGL,243,3.75,s2020
CURRIE E,ENGL,243,3.738888889,s2020
NORTON L,ENGL,243,3.736842105,s2020
SIRLIN R,ENGL,243,3.538095238,s2020
BLACK R,ENGL,243,3.913636364,s2021
SCHANOES V,ENGL,243,3.679166667,s2021
WILSON E,ENGL,243,3.576,s2022
SIRLIN R,ENGL,243,3.142,s2022
CASSVAN J,ENGL,243,3.591,s2023
SIRLIN R,ENGL,243,3.258,s2023
CASSVAN J,ENGL,244,3.522727273,f2017
KRUGER S,ENGL,244,3.485714286,f2017
RICHTER D,ENGL,244,1.990909091,f2017
RICHTER D,ENGL,244,2.234782609,f2017
CASSVAN J,ENGL,244,3.547368421,f2018
CASSVAN J,ENGL,244,3.366666667,f2018
GRIER M,ENGL,244,2.8875,f2018
GRIER M,ENGL,244,2.573333333,f2018
CHU S,ENGL,244,3.927272727,f2019
CHU S,ENGL,244,3.881818182,f2019
ORCHARD W,ENGL,244,3.428571429,f2019
SEDARAT R,ENGL,244,3.104347826,f2019
CHU S,ENGL,244,3.95,f2020
GRIER M,ENGL,244,3.57,f2020
CASSVAN J,ENGL,244,3.361111111,f2020
SCHNUR K,ENGL,244,3.07,f2020
SCHNUR K,ENGL,244,2.757142857,f2020
CHU S,ENGL,244,3.875,f2021
WEINGARTEN K,ENGL,244,3.627,f2021
ORCHARD W,ENGL,244,3.332,f2021
SEDARAT R,ENGL,244,3.117,f2021
CHU S,ENGL,244,4.0,f2022
CASSVAN J,ENGL,244,3.783,f2022
ALRYYES A,ENGL,244,3.217,f2022
ALRYYES A,ENGL,244,3.189,f2022
CHU S,ENGL,244,4.0,f2023
SEDARAT R,ENGL,244,3.641,f2023
SEDARAT R,ENGL,244,3.623,f2023
KRUGER S,ENGL,244,3.442,f2023
GRIER M,ENGL,244,2.238888889,s2018
HEBERT P,ENGL,244,3.225,s2018
SEDARAT R,ENGL,244,3.3,s2018
GARCIA K,ENGL,244,3.524,s2018
SEDARAT R,ENGL,244,3.338095238,s2019
SEDARAT R,ENGL,244,3.333333333,s2019
SCHNUR K,ENGL,244,3.047058824,s2019
SCHWARTZ S,ENGL,244,2.852941176,s2019
CHU S,ENGL,244,4,s2020
